0.07409331	0.024085725	-0.025298545	-0.0068410533	0.061128862	0.0024613386	0.012001717	-0.008329353	-0.026116963	0.016682973	-0.0650622	-0.04872542	-0.016843796	-0.0050163553	-0.04730749	0.013960833
-0.02604987	-0.009021085	-0.03362671	-0.026113931	0.034764376	-0.00589339	0.0051500006	0.035579264	-0.044949513	0.011346227	0.0072623147	0.013457467	0.014218536	-0.042639732	0.0074349768	0.012152104
-0.030225353	-0.09878438	0.14131647	0.061094094	-0.048187573	0.049808897	0.06879589	0.0013197946	0.089397185	-0.04278427	0.009298189	0.07742223	-0.010797199	-0.006378072	0.034240533	0.0028456987
-0.02629225	0.049437042	-0.005232025	-0.02496608	-0.025426568	0.011128003	0.018045569	0.014167805	-0.009615646	-0.0057621966	0.02530822	0.022947261	0.008906758	0.04005466	0.03831558	0.027361838
-0.041141238	0.026181528	0.031460274	0.01707602	0.046049647	0.018172592	0.04867014	0.00095001917	-0.013671147	-0.02454316	-0.048769362	0.022114523	0.003754051	-0.038837407	-0.008118815	-0.04548609
-0.013639992	-0.036281455	-0.0029926007	-0.03796919	-0.019474488	-0.057291206	-0.019110566	-0.0348979	-0.028809836	0.036548667	-0.015729383	0.019048205	0.04670367	0.0001001982	0.04001096	-0.012457061
-0.008315191	-0.025170412	0.10391488	0.076352194	0.017691666	0.07420622	0.02369415	0.04809905	0.05155948	-0.07437382	-0.0057685683	0.09118591	-0.029260693	0.0028004071	0.029956833	0.06847518
-0.040712018	0.023678439	-0.083977304	-0.006816283	-0.015982255	0.010927413	-0.04664019	0.03450589	-0.089144	0.029948859	-0.045022562	-0.054881714	0.036572233	0.033353318	0.013640323	-0.032875523
0.0095415395	0.021995587	0.06347076	0.028938573	0.056594484	0.0034228615	-0.030631037	0.01585655	0.064503744	-0.030061048	0.005988818	0.04167982	0.042099748	0.034130566	-0.002275415	0.01949105
0.007576323	-0.09000368	0.12554756	0.08340835	-0.069315396	0.036397476	0.062811084	0.028688746	0.10729606	-0.08541494	0.061556093	0.05161861	-0.051366117	0.036744654	0.049278557	0.013933677
-0.004744513	-9.837106e-05	0.059069864	0.02574797	-0.045640938	-0.020679086	0.034332745	0.06193872	-0.0061782603	-0.06830457	-0.0077703623	0.0006404002	-0.036004636	0.025595073	0.0460364	0.015798142
0.010480578	-0.030640453	-0.015468084	0.03994291	-0.026610332	-0.00814822	0.0435928	-0.004821417	-0.041272275	-0.036632296	-0.040023003	0.0068686497	-0.0130895795	-0.00572151	0.006687547	-0.045377653
-0.0063153612	-0.04724446	-0.030827655	0.010829137	-0.057439394	-0.022186544	-0.034479808	0.010972934	-0.042657927	0.0362617	0.024261653	-0.041275103	0.0008191849	0.0017084999	-0.042926695	-0.012375948
0.06717976	0.06570248	-0.031930357	-0.023095282	-0.0053685396	-0.013445165	-0.06493923	0.0017743771	-0.02810314	-0.00093087705	-0.06363932	-0.040012382	0.054833617	-0.010003088	-0.0019987354	-0.013630727
-0.04299787	-0.052182373	-0.0043308744	-0.029040117	-0.018403314	-0.0056880014	0.05022522	-0.0022955572	-0.018509561	-0.048243996	0.011052063	0.043794632	0.028680986	0.007636514	0.033793975	-0.0065993113
-0.0029216304	0.03289118	0.019451158	-0.023567304	-0.033073522	-0.055606604	-0.012099801	0.014920853	-0.030439856	0.008889648	0.033694375	-0.012998974	-0.016920771	0.03153182	-0.05155119	0.024915569
0.08109417	0.004728063	0.0036439956	-0.052765142	0.08939552	-0.023397267	-0.036968373	-0.040910166	-0.0711855	0.0067269905	-0.064961374	-0.06959407	0.06410606	-0.021989476	-0.0030602552	0.005240582
-0.021033203	0.046787728	-0.0549565	-0.040840153	-0.033352155	-0.009251859	0.0064233905	-0.021826811	-0.033482198	-0.012121906	0.03723578	-0.03717481	-0.05703359	-0.0026998254	0.0117863	-0.003596505
0.01546185	0.032059845	-0.09220703	-0.022202546	0.015256683	-0.0065829777	-0.018561067	-0.0146137215	-0.092117354	0.03759427	-0.021006282	-0.094247445	0.03389695	-0.07298832	-0.014360187	-0.08195802
-0.057860963	-0.075802885	0.13590291	0.029266076	-0.023226699	0.108325735	0.022970164	0.027128054	0.047215927	-0.08492652	0.031848993	0.060293302	-0.054943852	0.0338009	0.025672901	0.07018382
-0.033628974	-0.050190244	0.045155365	0.066574514	-0.05194113	0.011133826	0.04911202	0.010203478	0.037687108	-0.02000454	0.06472293	0.041145664	-0.034297325	-0.003729553	0.021705458	0.028060561
0.065284394	0.04945208	-0.033075124	0.01848264	-0.019354215	-0.03737103	-0.04341672	-0.0137019735	-0.075237334	0.06330738	-0.03124182	-0.02873068	-0.015329559	-0.03929037	-0.004631688	-0.003730427
-0.09496427	-0.116844386	0.15630773	0.11838931	-0.1103945	0.06532789	0.05081216	0.11226034	0.14653738	-0.037965737	0.034249958	0.052870486	-0.10248741	0.04753618	0.118000194	0.12275545
0.024821019	0.026109332	-0.01802747	0.02580657	0.035985895	0.021041224	0.017737783	0.047494948	0.008607481	0.031021757	-0.012111313	0.044659987	-0.023079881	-0.024343729	-0.040703956	-0.015029379
